,means,stds,params,Model,Recall,F1_Score,Iteration,AUC
0,0.8058135663753639,0.0436039907880785,"{'C': 0.1, 'class_weight': None, 'penalty': 'l2', 'solver': 'liblinear'}",Logistic_Regression,0.6754621848739497,0.7205473472196878,1,0.8511224287694876
0,0.7493508114856431,0.034312711970657,"{'leaf_size': 26, 'n_neighbors': 11, 'p': 1}",KNeighbors,0.5760504201680673,0.6163773943610729,1,0.7849314149902386
0,0.7781356637536414,0.0332521362693584,{'var_smoothing': 4.71486636345739e-06},GaussianNB,0.6842857142857144,0.7041718660140937,1,0.8156290637467108
0,0.670120682480233,0.1099701047243353,"{'early_stopping': False, 'eta0': 0.1, 'max_iter': 100, 'penalty': 'l2'}",Perceptron,0.6015126050420168,0.5524881836011554,1,0.7699706872648049
0,0.7968456096545984,0.0433953546413123,"{'C': 0.1, 'max_iter': 1000, 'penalty': 'l2'}",LinearSVC,0.6870588235294118,0.7167603216995965,1,0.8523082930141754
0,0.7833791094465253,0.0495928041364424,"{'alpha': 0.01, 'learning_rate': 'optimal', 'loss': 'log', 'penalty': 'l1'}",SGDClassifier,0.6926050420168067,0.6888795295470664,1,0.7957694027105792
0,0.8200540990428632,0.0389228702486891,"{'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 6, 'splitter': 'best'}",DecisionTreeClassifier,0.7136974789915966,0.7441581803679108,1,0.8329468352997764
0,0.8342363712026634,0.0363553011059918,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000}",RandomForestClassifier,0.7397478991596639,0.7744622559315395,1,0.8700695187165776
0,0.8398668331252601,0.0347050049972504,"{'colsample_bytree': 1.0, 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 2000, 'subsample': 1.0, 'use_label_encoder': False}",XGBClassifier,0.7281512605042016,0.7739022504650378,1,0.8744558469852588
0,0.8076862255513941,0.0412778675802666,"{'C': 0.01, 'class_weight': None, 'penalty': 'l2', 'solver': 'lbfgs'}",Logistic_Regression,0.6667226890756304,0.722555437009355,2,0.854165577342048
0,0.8237744486059093,0.0405887574080897,"{'C': 1.0, 'gamma': 0.1, 'kernel': 'rbf'}",SVC,0.6898319327731093,0.7436604116752806,2,0.8638293862999745
